Software | Software engineering | http://edamontology.org/topic_3372 | NO | LABEL | INEXACT | TOPIC || 0.42105263157894735 | 0.42105263157894735 | 0.42105263157894735
Eremothecium_gossypii | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Escherichia_coli | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Escherichia_coli | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Gallus_gallus | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Gallus_gallus | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Gasterosteus_aculeatus | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Gasterosteus_aculeatus | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Glycine_max | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Glycine_max | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Homo_sapiens | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Homo_sapiens | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Hordeum_vulgare | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Hordeum_vulgare | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Kluyveromyces_lactis | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Kluyveromyces_lactis | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Macaca_fascicularis | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Macaca_fascicularis | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Macaca_mulatta | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Macaca_mulatta | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Magnaporthe_grisea | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Magnaporthe_grisea | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Medicago_truncatula | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Medicago_truncatula | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Mus_musculus | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Mus_musculus | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Neurospora_crassa | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Neurospora_crassa | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Oncorhynchus_mykiss | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Oncorhynchus_mykiss | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Oryza_sativa | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Oryza_sativa | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Pan_troglodytes | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Pan_troglodytes | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Plasmodium_falciparum | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Plasmodium_falciparum | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Pseudomonas_aeruginosa | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Pseudomonas_aeruginosa | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Rattus_norvegicus | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Rattus_norvegicus | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Saccharomyces_cerevisiae | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Saccharomyces_cerevisiae | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Saccharum_officinarum | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Saccharum_officinarum | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Schizosaccharomyces_pombe | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Schizosaccharomyces_pombe | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Staphylococcus_aureus | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Staphylococcus_aureus | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Sus_scrofa | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Sus_scrofa | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Taeniopygia_guttata | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Taeniopygia_guttata | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Triticum_aestivum | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Triticum_aestivum | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Vitis_vinifera | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Vitis_vinifera | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Xenopus_laevis | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Xenopus_laevis | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Xenopus_tropicalis | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Xenopus_tropicalis | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
Zea_mays | Organisms | http://edamontology.org/topic_0621 | NO | LABEL | INEXACT | TOPIC || 0.8888888888888888 | 0.8888888888888888 | 0.8888888888888888
Zea_mays | iHOP organism ID | http://edamontology.org/data_1873 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
AffymetrixChip | affymetrix | http://edamontology.org/format_1639 | NO | LABEL | INEXACT | FORMAT || 0.7142857142857143 | 0.7142857142857143 | 0.7142857142857143
AgilentChip | AGI identifier | http://edamontology.org/data_1895 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5384615384615384 | 0.0 | 0.358974358974359
ClonetechChip | Clone ID | http://edamontology.org/data_1855 | NO | LABEL | INEXACT | DATA || 0.46153846153846156 | 0.0 | 0.3076923076923077
GEChip | EC | http://edamontology.org/data_1011 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
GEChip | CHP | http://edamontology.org/format_1644 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
INDACChip | InChI | http://edamontology.org/format_1197 | NO | LABEL | INEXACT | FORMAT || 0.5555555555555556 | 0.0 | 0.3703703703703704
IlluminaChip | Good manufacturing practice | http://edamontology.org/topic_3393 | NO | LABEL | INEXACT | TOPIC || 0.43999999999999995 | 0.0 | 0.2933333333333333
QiagenChip | ChIP-on-chip | http://edamontology.org/topic_3179 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
QiagenChip | InChI | http://edamontology.org/format_1197 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
RNG_MRCChip | Good manufacturing practice | http://edamontology.org/topic_3393 | NO | LABEL | INEXACT | TOPIC || 0.43999999999999995 | 0.0 | 0.2933333333333333
RocheChip | ChEBI | http://edamontology.org/data_1724 | YES | LABEL | INEXACT | DATA || 0.4444444444444444 | 0.0 | 0.2962962962962963
UniversityHealthNetwork | Network | http://edamontology.org/data_2600 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.30434782608695654 | 0.30434782608695654 | 0.30434782608695654
CodelinkChip | ChIP-on-chip | http://edamontology.org/topic_3179 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
GACustomCDF | customtrack | http://edamontology.org/format_3588 | NO | LABEL | INEXACT | FORMAT || 0.5454545454545454 | 0.0 | 0.3636363636363636
MBNICustomCDF | customtrack | http://edamontology.org/format_3588 | NO | LABEL | INEXACT | FORMAT || 0.5454545454545454 | 0.0 | 0.3636363636363636
GeneCardsCustomSchema | Schema | http://edamontology.org/data_2248 | YES | LABEL | INEXACT | DATA || 0.4285714285714286 | 0.4285714285714286 | 0.4285714285714286
GeneCardsCustomSchema | customtrack | http://edamontology.org/format_3588 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
GenomicSequence | Sequence annotation | http://edamontology.org/operation_0361 | NO | LABEL | EXACT | OPERATION || 1.0 | 1.0 | 1.0
GenomicSequence | Sequence annotation | http://edamontology.org/topic_0221 | YES | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
GenomicSequence | Sequence position | http://edamontology.org/data_1016 | NO | LABEL | INEXACT | DATA || 0.7222222222222222 | 0.0 | 0.48148148148148145
GenomicSequence | Sequence variation annotation format | http://edamontology.org/format_2921 | NO | LABEL | INEXACT | FORMAT || 0.5454545454545454 | 0.0 | 0.3636363636363636
OperonHumanV3 | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
OperonHumanV3 | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
OperonHumanV3 | Operon drawing | http://edamontology.org/operation_0579 | NO | LABEL | INEXACT | OPERATION || 0.46153846153846156 | 0.0 | 0.3076923076923077
pedbarrayv9 | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
pedbarrayv9 | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
pedbarrayv10 | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
pedbarrayv10 | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
PartheenMetaData | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
PartheenMetaData | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
r10kcod | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
r10kcod | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
rae230a | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
rae230a | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
rae230b | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
rae230b | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
rat2302 | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
rat2302 | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
rgu34a | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
rgu34a | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
rgu34b | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
rgu34b | rgb | http://edamontology.org/format_3600 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
rgu34b | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
rgu34c | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
rgu34c | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
rgug4130a | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
rgug4130a | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
ri16cod | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
ri16cod | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
rnu34 | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
rnu34 | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
Roberts2005Annotation | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
Roberts2005Annotation | Annotation | http://edamontology.org/operation_0226 | NO | LABEL | INEXACT | OPERATION || 0.47619047619047616 | 0.47619047619047616 | 0.4761904761904761
Roberts2005Annotation | Sequence annotation | http://edamontology.org/topic_0221 | YES | LABEL | INEXACT | TOPIC || 0.5238095238095238 | 0.0 | 0.34920634920634924
rtu34 | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
rtu34 | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
rwgcod | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
rwgcod | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
SHDZ | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
SHDZ | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
SHDZ | PHD | http://edamontology.org/format_1633 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
u133x3p | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
u133x3p | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
xenopuslaevis | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
xenopuslaevis | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
yeast2 | Yeast | http://edamontology.org/topic_2817 | YES | LABEL | INEXACT | TOPIC || 0.8333333333333334 | 0.8333333333333334 | 0.8333333333333334
yeast2 | Codon name | http://edamontology.org/data_1024 | YES | LABEL | INEXACT | DATA || 0.5555555555555556 | 0.0 | 0.3703703703703704
yeast2 | rast | http://edamontology.org/format_3605 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
ygs98 | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
ygs98 | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
zebrafish | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
zebrafish | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hcgi12k | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hcgi12k | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hcgi8k | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hcgi8k | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
adme16cod | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
adme16cod | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
ag | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
ag | Ageing | http://edamontology.org/topic_3401 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
ag | ig | http://edamontology.org/format_1942 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
ath1121501 | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
ath1121501 | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
celegans | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
celegans | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
drosgenome1 | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
drosgenome1 | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
drosophila2 | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
drosophila2 | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
h10kcod | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
h10kcod | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
h20kcod | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
h20kcod | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hcg110 | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hcg110 | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgfocus | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgfocus | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgu133a2 | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgu133a2 | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgu133a | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgu133a | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgu133b | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgu133b | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgu133plus2 | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgu133plus2 | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgu95a | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgu95a | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgu95av2 | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgu95av2 | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgu95b | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgu95b | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgu95c | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgu95c | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgu95d | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgu95d | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgu95e | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgu95e | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hguatlas13k | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hguatlas13k | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgug4100a | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgug4100a | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgug4101a | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgug4101a | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgug4110b | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgug4110b | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgug4111a | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
hgug4111a | ChIP-seq | http://edamontology.org/topic_3169 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
hgug4112a | Name | http://edamontology.org/data_2099 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
