Software | Software engineering | http://edamontology.org/topic_3372 | NO | LABEL | INEXACT | TOPIC || 0.42105263157894735 | 0.42105263157894735 | 0.42105263157894735
SNPlocs | SNP | http://edamontology.org/topic_2277 | NO | LABEL | INEXACT | TOPIC || 0.4285714285714286 | 0.4285714285714286 | 0.4285714285714286
SNPlocs | SNP | http://edamontology.org/data_2092 | YES | LABEL | INEXACT | DATA || 0.4285714285714286 | 0.4285714285714286 | 0.4285714285714286
XtraSNPlocs | Transcriptomics | http://edamontology.org/topic_3308 | NO | LABEL | INEXACT | TOPIC || 0.4666666666666667 | 0.0 | 0.3111111111111111
TxDb | PDB | http://edamontology.org/format_1476 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
TxDb | T3DB ID | http://edamontology.org/data_2662 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
MeSHDb | MeSH | http://edamontology.org/data_1717 | YES | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.6666666666666667 | 0.6666666666666666
FRMA | FMA | http://edamontology.org/data_1722 | YES | LABEL | INEXACT | DATA || 0.75 | 0.0 | 0.5
FRMA | rRNA | http://edamontology.org/topic_0660 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
Tissue | Tissue culture | http://edamontology.org/topic_0608 | YES | NARROW_SYNONYM | INEXACT | TOPIC || 0.46153846153846156 | 0.46153846153846156 | 0.4615384615384615
Proteome | Proteome | http://edamontology.org/topic_0644 | YES | LABEL | EXACT | TOPIC || 1.0 | 1.0 | 1.0
Proteome | PRINTS code | http://edamontology.org/data_1137 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
Proteome | prosite-profile | http://edamontology.org/format_1366 | NO | LABEL | INEXACT | FORMAT || 0.4666666666666667 | 0.0 | 0.3111111111111111
Genome | Genome map | http://edamontology.org/data_1288 | NO | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.6666666666666667 | 0.6666666666666666
Genome | Genome assembly | http://edamontology.org/operation_3440 | NO | LABEL | INEXACT | OPERATION || 0.4285714285714286 | 0.4285714285714286 | 0.4285714285714286
Genome | geneseq | http://edamontology.org/format_2186 | NO | LABEL | INEXACT | FORMAT || 0.5714285714285714 | 0.0 | 0.38095238095238093
Genome | Genome annotation | http://edamontology.org/topic_0222 | YES | LABEL | INEXACT | TOPIC || 0.375 | 0.375 | 0.375
StemCell | Stem cell research | http://edamontology.org/topic_3395 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.5 | 0.5 | 0.5
CellCulture | Cell culture | http://edamontology.org/topic_0608 | YES | NARROW_SYNONYM | EXACT | TOPIC || 1.0 | 1.0 | 1.0
CellCulture | EMBL feature | http://edamontology.org/format_1980 | YES | LABEL | INEXACT | FORMAT || 0.4545454545454546 | 0.0 | 0.30303030303030304
CellCulture | Structure | http://edamontology.org/data_0883 | NO | LABEL | INEXACT | DATA || 0.4545454545454546 | 0.0 | 0.30303030303030304
Germline | GermOnline ID | http://edamontology.org/data_1148 | NO | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.0 | 0.4444444444444445
Germline | GelML | http://edamontology.org/format_3249 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
Germline | Gender medicine | http://edamontology.org/topic_3410 | NO | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
Somatic | Informatics | http://edamontology.org/topic_0605 | NO | LABEL | INEXACT | TOPIC || 0.5454545454545454 | 0.0 | 0.3636363636363636
Anopheles_gambiae_Data | Ontology metadata | http://edamontology.org/data_2223 | NO | LABEL | INEXACT | DATA || 0.40909090909090906 | 0.0 | 0.2727272727272727
Apis_mellifera_Data | MPSS experimental data | http://edamontology.org/data_0934 | YES | LABEL | INEXACT | DATA || 0.44999999999999996 | 0.0 | 0.3
Arabidopsis_lyrata_Data | Arabidopsis | http://edamontology.org/topic_0786 | YES | LABEL | INEXACT | TOPIC || 0.4782608695652174 | 0.4782608695652174 | 0.47826086956521746
Arabidopsis_thaliana_Data | Arabidopsis | http://edamontology.org/topic_0786 | YES | LABEL | INEXACT | TOPIC || 0.43999999999999995 | 0.43999999999999995 | 0.43999999999999995
Arabidopsis_thaliana_Data | Organism strain data | http://edamontology.org/data_0963 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.48 | 0.0 | 0.32
Bacillus_subtilis_Data | Protein solubility data | http://edamontology.org/data_1524 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.4545454545454546 | 0.0 | 0.30303030303030304
Bos_taurus_Data | Structure data | http://edamontology.org/data_0883 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.4666666666666667 | 0.0 | 0.3111111111111111
Caenorhabditis_elegans_Data | Database metadata | http://edamontology.org/data_0957 | NO | LABEL | INEXACT | DATA || 0.40740740740740744 | 0.0 | 0.271604938271605
Canis_familiaris_Data | Classification data | http://edamontology.org/data_2987 | YES | EXACT_SYNONYM | INEXACT | DATA || 0.47619047619047616 | 0.0 | 0.31746031746031744
Ciona_intestinalis_Data | Gastrointestinal disorders | http://edamontology.org/topic_3409 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.52 | 0.0 | 0.3466666666666667
Danio_rerio_Data | Gene expression data | http://edamontology.org/data_2603 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
Drosophila_melanogaster_Data | Tool metadata | http://edamontology.org/data_0958 | NO | LABEL | INEXACT | DATA || 0.3571428571428571 | 0.0 | 0.23809523809523805
Eremothecium_gossypii_Data | Molecule-specific data | http://edamontology.org/data_2528 | YES | EXACT_SYNONYM | INEXACT | DATA || 0.42307692307692313 | 0.0 | 0.2820512820512821
Escherichia_coli_Data | Nucleic acid data | http://edamontology.org/data_2525 | YES | LABEL | INEXACT | DATA || 0.5238095238095238 | 0.0 | 0.34920634920634924
Gallus_gallus_Data | Alignment data | http://edamontology.org/data_2083 | YES | LABEL | INEXACT | DATA || 0.38888888888888884 | 0.0 | 0.25925925925925924
Gasterosteus_aculeatus_Data | Ensembl ID ('Gasterosteus aculeatus') | http://edamontology.org/data_2683 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
Glycine_max_Data | Alignment data | http://edamontology.org/data_2083 | YES | LABEL | INEXACT | DATA || 0.4375 | 0.0 | 0.2916666666666667
Homo_sapiens_Data | Map set data | http://edamontology.org/data_1864 | NO | LABEL | INEXACT | DATA || 0.47058823529411764 | 0.0 | 0.3137254901960784
Hordeum_vulgare_Data | Molecular data | http://edamontology.org/data_2528 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
Kluyveromyces_lactis_Data | User metadata | http://edamontology.org/data_0960 | NO | LABEL | INEXACT | DATA || 0.4 | 0.0 | 0.26666666666666666
Macaca_mulatta_Data | Molecular data | http://edamontology.org/data_2528 | YES | LABEL | INEXACT | DATA || 0.4736842105263158 | 0.0 | 0.31578947368421056
Magnaporthe_grisea_Data | SAGE experimental data | http://edamontology.org/data_0933 | YES | LABEL | INEXACT | DATA || 0.3913043478260869 | 0.0 | 0.2608695652173913
Medicago_truncatul_Dataa | Secondary structure data | http://edamontology.org/data_2973 | YES | LABEL | INEXACT | DATA || 0.45833333333333337 | 0.0 | 0.3055555555555556
Mus_musculus_Data | Molecular data | http://edamontology.org/data_2528 | YES | LABEL | INEXACT | DATA || 0.47058823529411764 | 0.0 | 0.3137254901960784
Neurospora_crassa_Data | Geotemporal metadata | http://edamontology.org/data_3105 | YES | LABEL | INEXACT | DATA || 0.4545454545454546 | 0.0 | 0.30303030303030304
Oncorhynchus_mykiss_Data | Ontology class metadata | http://edamontology.org/data_0967 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.41666666666666663 | 0.0 | 0.27777777777777773
Oryza_sativa_Data | Reaction data | http://edamontology.org/data_2978 | NO | LABEL | INEXACT | DATA || 0.47058823529411764 | 0.0 | 0.3137254901960784
Pan_troglodytes_Data | Ontology metadata | http://edamontology.org/data_2223 | NO | LABEL | INEXACT | DATA || 0.55 | 0.0 | 0.3666666666666667
Plasmodium_falciparum_Data | Gene ID (GeneDB Plasmodium falciparum) | http://edamontology.org/data_1799 | YES | LABEL | INEXACT | DATA || 0.4411764705882353 | 0.0 | 0.29411764705882354
Pseudomonas_aeruginosa_Data | Vienna RNA structural data | http://edamontology.org/data_2022 | YES | LABEL | INEXACT | DATA || 0.40740740740740744 | 0.0 | 0.271604938271605
Rattus_norvegicus_Data | Ensembl ID ('Rattus norvegicus') | http://edamontology.org/data_2695 | YES | LABEL | INEXACT | DATA || 0.4137931034482759 | 0.0 | 0.2758620689655173
Saccharomyces_cerevisiae_Data | Secondary structure data | http://edamontology.org/data_2973 | YES | LABEL | INEXACT | DATA || 0.3793103448275862 | 0.0 | 0.2528735632183908
Saccharum_officinarum_Data | Raw microarray data | http://edamontology.org/data_3110 | NO | LABEL | INEXACT | DATA || 0.3846153846153846 | 0.0 | 0.2564102564102564
Schizosaccharomyces_pombe_Data | Gene ID (GeneDB Schizosaccharomyces pombe) | http://edamontology.org/data_1800 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
Staphylococcus_aureus_Data | Codon usage data | http://edamontology.org/data_0914 | NO | LABEL | INEXACT | DATA || 0.3846153846153846 | 0.0 | 0.2564102564102564
Sus_scrofa_Data | Sequence profile data | http://edamontology.org/data_2788 | YES | LABEL | INEXACT | DATA || 0.4736842105263158 | 0.0 | 0.31578947368421056
Taeniopygia_guttata_Data | Experiment metadata | http://edamontology.org/data_2531 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.41666666666666663 | 0.0 | 0.27777777777777773
Triticum_aestivum_Data | Article metadata | http://edamontology.org/data_2857 | YES | LABEL | INEXACT | DATA || 0.4545454545454546 | 0.0 | 0.30303030303030304
Vitis_vinifera_Data | Protein structure raw data | http://edamontology.org/data_2537 | NO | LABEL | INEXACT | DATA || 0.4347826086956522 | 0.0 | 0.2898550724637681
Xenopus_laevis_Data | Resource metadata | http://edamontology.org/data_2337 | NO | LABEL | INEXACT | DATA || 0.42105263157894735 | 0.0 | 0.2807017543859649
Xenopus_tropicalis_Data | Infectious tropical disease | http://edamontology.org/topic_3413 | NO | LABEL | INEXACT | TOPIC || 0.48 | 0.0 | 0.32
Zea_mays_Data | Data | http://edamontology.org/data_0006 | NO | LABEL | INEXACT | DATA || 0.3076923076923077 | 0.3076923076923077 | 0.3076923076923077
CancerData | Cancer | http://edamontology.org/topic_2640 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.6 | 0.6 | 0.6
CancerData | Core data | http://edamontology.org/data_3031 | YES | LABEL | INEXACT | DATA || 0.6 | 0.0 | 0.39999999999999997
CancerData | codata | http://edamontology.org/format_1925 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
HIVData | Data | http://edamontology.org/data_0006 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
HIVData | codata | http://edamontology.org/format_1925 | NO | LABEL | INEXACT | FORMAT || 0.5714285714285714 | 0.0 | 0.38095238095238093
HIVData | Child health | http://edamontology.org/topic_3418 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.4545454545454546 | 0.0 | 0.30303030303030304
COPDData | Data | http://edamontology.org/data_0006 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
COPDData | codata | http://edamontology.org/format_1925 | NO | LABEL | INEXACT | FORMAT || 0.75 | 0.0 | 0.5
FlowCytometryData | Mass spectrometry data | http://edamontology.org/data_2536 | NO | LABEL | INEXACT | DATA || 0.55 | 0.0 | 0.3666666666666667
HighThroughputImagingData | High-throughput sequencing | http://edamontology.org/topic_2842 | YES | LABEL | INEXACT | TOPIC || 0.56 | 0.0 | 0.37333333333333335
MassSpectrometryData | Mass spectrometry data | http://edamontology.org/data_2536 | NO | LABEL | EXACT | DATA || 1.0 | 1.0 | 1.0
MassSpectrometryData | FSSP entry format | http://edamontology.org/format_1581 | YES | LABEL | INEXACT | FORMAT || 0.44999999999999996 | 0.0 | 0.3
qPCRData | Data | http://edamontology.org/data_0006 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
MicrotitrePlateAssayData | Microarray metadata | http://edamontology.org/data_3115 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
MicrotitrePlateAssayData | Microsatellite annotation | http://edamontology.org/topic_2868 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.45833333333333337 | 0.0 | 0.3055555555555556
SAGEData | Codon usage data | http://edamontology.org/data_0914 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
SAGEData | codata | http://edamontology.org/format_1925 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
SAGEData | Sequence data | http://edamontology.org/topic_3041 | YES | EXACT_SYNONYM | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
CGHData | Data | http://edamontology.org/data_0006 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
SequencingData | Sequencing | http://edamontology.org/topic_3168 | NO | LABEL | INEXACT | TOPIC || 0.7142857142857143 | 0.7142857142857143 | 0.7142857142857143
SequencingData | Sequence name | http://edamontology.org/data_2154 | NO | LABEL | INEXACT | DATA || 0.6428571428571428 | 0.0 | 0.42857142857142855
SequencingData | Sequence generation | http://edamontology.org/operation_0230 | NO | LABEL | INEXACT | OPERATION || 0.5555555555555556 | 0.0 | 0.3703703703703704
SequencingData | Sequence range format | http://edamontology.org/format_2078 | NO | LABEL | INEXACT | FORMAT || 0.5263157894736843 | 0.0 | 0.3508771929824562
MicroarrayData | Microarray data | http://edamontology.org/data_2603 | NO | NARROW_SYNONYM | EXACT | DATA || 1.0 | 1.0 | 1.0
MicroarrayData | DNA microarrays | http://edamontology.org/topic_0203 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
CopyNumberVariationData | Copy number estimation | http://edamontology.org/operation_3233 | NO | LABEL | INEXACT | OPERATION || 0.6521739130434783 | 0.0 | 0.43478260869565216
CpGIslandData | CpG island and isochores | http://edamontology.org/topic_1304 | NO | LABEL | INEXACT | TOPIC || 0.47619047619047616 | 0.0 | 0.31746031746031744
CpGIslandData | Article data | http://edamontology.org/data_2526 | NO | LABEL | INEXACT | DATA || 0.46153846153846156 | 0.0 | 0.3076923076923077
SNPData | Data | http://edamontology.org/data_0006 | NO | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.5714285714285714 | 0.5714285714285714
SNPData | dat | http://edamontology.org/format_1637 | NO | LABEL | INEXACT | FORMAT || 0.4285714285714286 | 0.4285714285714286 | 0.4285714285714286
ExpressionData | Gene expression data | http://edamontology.org/data_2603 | NO | LABEL | INEXACT | DATA || 0.7777777777777778 | 0.7777777777777778 | 0.7777777777777778
ExpressionData | Gene expression data format | http://edamontology.org/format_2058 | NO | EXACT_SYNONYM | INEXACT | FORMAT || 0.5833333333333333 | 0.5833333333333333 | 0.5833333333333333
ExpressionData | Gene expression analysis | http://edamontology.org/operation_2410 | YES | LABEL | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
ExpressionData | Gene expression analysis | http://edamontology.org/topic_0203 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
HapMap | MAP | http://edamontology.org/format_3285 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.5 | 0.5
HapMap | Map | http://edamontology.org/data_1274 | NO | LABEL | INEXACT | DATA || 0.5 | 0.5 | 0.5
GEO | GO | http://edamontology.org/data_1716 | YES | LABEL | INEXACT | DATA || 0.6666666666666667 | 0.0 | 0.4444444444444445
ArrayExpress | ArrayExpress entry format | http://edamontology.org/format_1640 | YES | LABEL | INEXACT | FORMAT || 0.5217391304347826 | 0.5217391304347826 | 0.5217391304347826
ArrayExpress | Protein expression | http://edamontology.org/topic_0108 | NO | LABEL | INEXACT | TOPIC || 0.47058823529411764 | 0.0 | 0.3137254901960784
NCI | HGNC ID | http://edamontology.org/data_2298 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5 | 0.5 | 0.5
PathwayInteractionDatabase | Atom interaction data | http://edamontology.org/data_1540 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.6538461538461539 | 0.0 | 0.4358974358974359
PathwayInteractionDatabase | Protein interaction format | http://edamontology.org/format_2054 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
PathwayInteractionDatabase | Protein interactions | http://edamontology.org/topic_0128 | NO | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
PathwayInteractionDatabase | Molecular interaction analysis | http://edamontology.org/operation_2948 | YES | LABEL | INEXACT | OPERATION || 0.5 | 0.0 | 0.3333333333333333
Project1000genomes | Protein hydrogen bonds | http://edamontology.org/data_1549 | NO | LABEL | INEXACT | DATA || 0.44999999999999996 | 0.0 | 0.3
Project1000genomes | Protein cleavage sites | http://edamontology.org/topic_3536 | NO | LABEL | INEXACT | TOPIC || 0.44999999999999996 | 0.0 | 0.3
ENCODE | EC code | http://edamontology.org/data_1011 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.8333333333333334 | 0.0 | 0.5555555555555556
BreastCancerData | Cancer | http://edamontology.org/topic_2640 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.375 | 0.375 | 0.375
BreastCancerData | Data index data | http://edamontology.org/data_2540 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
ColonCancerData | Cancer | http://edamontology.org/topic_2640 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.4 | 0.4 | 0.4000000000000001
ColonCancerData | Torsion angle data | http://edamontology.org/data_2991 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
KidneyCancerData | Cancer | http://edamontology.org/topic_2640 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.375 | 0.375 | 0.375
KidneyCancerData | Nucleic acid data | http://edamontology.org/data_2525 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
LeukemiaCancerData | Cancer | http://edamontology.org/topic_2640 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
LeukemiaCancerData | Nucleic acid data | http://edamontology.org/data_2525 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
LungCancerData | Cancer | http://edamontology.org/topic_2640 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.4285714285714286 | 0.4285714285714286 | 0.4285714285714286
OvarianCancerData | Amino acid data | http://edamontology.org/data_2016 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5294117647058824 | 0.0 | 0.35294117647058826
ProstateCancerData | Protein NMR data | http://edamontology.org/data_0938 | NO | LABEL | INEXACT | DATA || 0.6111111111111112 | 0.0 | 0.40740740740740744
ProstateCancerData | Protein repeats | http://edamontology.org/topic_3543 | NO | EXACT_SYNONYM | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
ImagingMassSpectrometryData | Mass spectrometry data | http://edamontology.org/data_2536 | NO | LABEL | INEXACT | DATA || 0.7407407407407407 | 0.7407407407407407 | 0.7407407407407408
DNASeqData | Data | http://edamontology.org/data_0006 | NO | LABEL | INEXACT | DATA || 0.4 | 0.4 | 0.4000000000000001
DNASeqData | dasdna | http://edamontology.org/format_1968 | NO | LABEL | INEXACT | FORMAT || 0.5 | 0.0 | 0.3333333333333333
DNASeqData | DNA | http://edamontology.org/topic_0654 | NO | LABEL | INEXACT | TOPIC || 0.30000000000000004 | 0.30000000000000004 | 0.30000000000000004
RNASeqData | Data | http://edamontology.org/data_0006 | NO | LABEL | INEXACT | DATA || 0.4 | 0.4 | 0.4000000000000001
RNASeqData | RNA-Seq | http://edamontology.org/topic_3170 | YES | LABEL | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
RNASeqData | dat | http://edamontology.org/format_1637 | NO | LABEL | INEXACT | FORMAT || 0.30000000000000004 | 0.30000000000000004 | 0.30000000000000004
ChIPSeqData | Chip seq | http://edamontology.org/topic_3169 | YES | EXACT_SYNONYM | INEXACT | TOPIC || 0.6363636363636364 | 0.6363636363636364 | 0.6363636363636364
ChIPSeqData | Data index data | http://edamontology.org/data_2540 | YES | LABEL | INEXACT | DATA || 0.46153846153846156 | 0.0 | 0.3076923076923077
ChIPSeqData | codata | http://edamontology.org/format_1925 | NO | LABEL | INEXACT | FORMAT || 0.4545454545454546 | 0.0 | 0.30303030303030304
RIPSeqData | Map set data | http://edamontology.org/data_1864 | NO | LABEL | INEXACT | DATA || 0.7 | 0.0 | 0.4666666666666666
MethylSeqData | Article data | http://edamontology.org/data_2526 | NO | LABEL | INEXACT | DATA || 0.5384615384615384 | 0.0 | 0.358974358974359
MethylSeqData | Sequence data | http://edamontology.org/topic_3041 | YES | EXACT_SYNONYM | INEXACT | TOPIC || 0.46153846153846156 | 0.0 | 0.3076923076923077
ExomeSeqData | Data | http://edamontology.org/data_0006 | NO | LABEL | INEXACT | DATA || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
miRNAData | miRNA name | http://edamontology.org/data_2642 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.6666666666666667 | 0.0 | 0.4444444444444445
miRNAData | dat | http://edamontology.org/format_1637 | NO | LABEL | INEXACT | FORMAT || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
miRNAData | RNA | http://edamontology.org/topic_0099 | NO | LABEL | INEXACT | TOPIC || 0.33333333333333337 | 0.33333333333333337 | 0.3333333333333333
SangerSeqData | Server metadata | http://edamontology.org/data_2218 | YES | LABEL | INEXACT | DATA || 0.5714285714285714 | 0.0 | 0.38095238095238093
SmallRNAData | Small RNA-Seq | http://edamontology.org/topic_3170 | YES | EXACT_SYNONYM | INEXACT | TOPIC || 0.6666666666666667 | 0.0 | 0.4444444444444445
SmallRNAData | Map set data | http://edamontology.org/data_1864 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
MicrobiomeData | Microarray data | http://edamontology.org/data_2603 | NO | NARROW_SYNONYM | INEXACT | DATA || 0.6428571428571428 | 0.0 | 0.42857142857142855
MultiChannelData | Nucleic acid data | http://edamontology.org/data_2525 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
OneChannelData | Sequence data | http://edamontology.org/data_2925 | YES | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
TwoChannelData | Protein NMR data | http://edamontology.org/data_0938 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
MethylationArrayData | Methylation analysis | http://edamontology.org/operation_3204 | NO | LABEL | INEXACT | OPERATION || 0.65 | 0.0 | 0.43333333333333335
GenotypingArrayData | Genotyping | http://edamontology.org/operation_3196 | NO | LABEL | INEXACT | OPERATION || 0.5263157894736843 | 0.5263157894736843 | 0.5263157894736843
GenotypingArrayData | Raw microarray data | http://edamontology.org/data_3110 | NO | LABEL | INEXACT | DATA || 0.4736842105263158 | 0.0 | 0.31578947368421056
MicroRNAArrayData | Microarray data | http://edamontology.org/data_2603 | NO | NARROW_SYNONYM | INEXACT | DATA || 0.8235294117647058 | 0.0 | 0.5490196078431372
MicroRNAArrayData | Mice or rats | http://edamontology.org/topic_0213 | NO | LABEL | INEXACT | TOPIC || 0.47058823529411764 | 0.0 | 0.3137254901960784
mRNAArrayData | Microarray data | http://edamontology.org/data_2603 | NO | NARROW_SYNONYM | INEXACT | DATA || 0.7142857142857143 | 0.0 | 0.4761904761904762
ChipOnChipData | ChIP-on-chip | http://edamontology.org/topic_3179 | YES | LABEL | INEXACT | TOPIC || 0.5714285714285714 | 0.0 | 0.38095238095238093
ChipOnChipData | Amino acid data | http://edamontology.org/data_3424 | NO | EXACT_SYNONYM | INEXACT | DATA || 0.5714285714285714 | 0.0 | 0.38095238095238093
ReversePhaseProteinArrayData | Processed microarray data | http://edamontology.org/data_3111 | NO | LABEL | INEXACT | DATA || 0.5 | 0.0 | 0.3333333333333333
TissueMicroarrayData | Microarray data | http://edamontology.org/data_2603 | NO | NARROW_SYNONYM | INEXACT | DATA || 0.7 | 0.7 | 0.6999999999999998
TissueMicroarrayData | DNA microarrays | http://edamontology.org/topic_0203 | NO | NARROW_SYNONYM | INEXACT | TOPIC || 0.5 | 0.0 | 0.3333333333333333
ProprietaryPlatformsData | ProQ report format | http://edamontology.org/format_1552 | NO | LABEL | INEXACT | FORMAT || 0.5416666666666667 | 0.0 | 0.36111111111111116
ProprietaryPlatformsData | Protein hydropathy data | http://edamontology.org/data_2970 | NO | LABEL | INEXACT | DATA || 0.45833333333333337 | 0.0 | 0.3055555555555556
